Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
-6,4164,4181,66471.79,66603.0,-787.2600000000384,-0.0019739200644364185,2024-04-24 03:00:00,2024-04-24 07:15:00,0 days 04:15:00
6,4182,4183,66800.334,66486.0,-1886.0040000000154,-0.0047055752745188695,2024-04-24 07:30:00,2024-04-24 07:45:00,0 days 00:15:00
-6,4184,4251,66238.258,64275.0,11779.54800000001,0.029639336227712976,2024-04-24 08:00:00,2024-04-25 00:45:00,0 days 16:45:00
7,4252,4259,64317.378,63903.0,-2900.645999999979,-0.006442706666307196,2024-04-25 01:00:00,2024-04-25 02:45:00,0 days 01:45:00
-7,4260,4265,63852.04,64116.0,-1847.719999999994,-0.004133932134353202,2024-04-25 03:00:00,2024-04-25 04:15:00,0 days 01:15:00
-7,4266,4277,63887.968,64023.0,-945.2239999999947,-0.0021135748127096843,2024-04-25 04:30:00,2024-04-25 07:15:00,0 days 02:45:00
7,4278,4279,64179.102,63722.0,-3199.7139999999927,-0.007122287251697612,2024-04-25 07:30:00,2024-04-25 07:45:00,0 days 00:15:00
-7,4280,4285,63238.27,63736.0,-3484.1100000000224,-0.007870708670556725,2024-04-25 08:00:00,2024-04-25 09:15:00,0 days 01:15:00
-6,4286,4291,63520.704,63830.0,-1855.7760000000126,-0.004869215555293627,2024-04-25 09:30:00,2024-04-25 10:45:00,0 days 01:15:00
6,4292,4329,64248.24,64064.0,-1105.4399999999878,-0.002867627191032729,2024-04-25 11:00:00,2024-04-25 20:15:00,0 days 09:15:00
6,4330,4346,64253.25,64170.0,-499.5,-0.0012956543054242209,2024-04-25 20:30:00,2024-04-26 00:30:00,0 days 04:00:00
6,4347,4353,64434.612,64263.0,-1029.672000000006,-0.002663351181504736,2024-04-26 00:45:00,2024-04-26 02:15:00,0 days 01:30:00
6,4354,4355,64580.904,64300.0,-1685.4240000000136,-0.004349644904320327,2024-04-26 02:30:00,2024-04-26 02:45:00,0 days 00:15:00
-6,4356,4357,64124.494,64417.0,-1755.0360000000073,-0.004561533070342794,2024-04-26 03:00:00,2024-04-26 03:15:00,0 days 00:15:00
6,4358,4366,64485.714,64317.0,-1012.2839999999997,-0.0026163004103513243,2024-04-26 03:30:00,2024-04-26 05:30:00,0 days 02:00:00
-6,4367,4373,64141.46,64369.0,-1365.2400000000052,-0.003547471479445674,2024-04-26 05:45:00,2024-04-26 07:15:00,0 days 01:30:00
-6,4374,4375,64147.448,64407.0,-1557.31200000002,-0.00404617811140362,2024-04-26 07:30:00,2024-04-26 07:45:00,0 days 00:15:00
-6,4376,4380,63993.756,64528.0,-3205.4639999999927,-0.00834837698852997,2024-04-26 08:00:00,2024-04-26 09:00:00,0 days 01:00:00
6,4381,4383,64878.498,64051.0,-4964.987999999998,-0.0127545801075728,2024-04-26 09:15:00,2024-04-26 09:45:00,0 days 00:30:00
-6,4384,4442,63715.314,63015.0,4201.883999999991,0.01099129794761744,2024-04-26 10:00:00,2024-04-27 00:30:00,0 days 14:30:00
6,4443,4446,63193.134,62952.0,-1446.8039999999892,-0.003815825940837181,2024-04-27 00:45:00,2024-04-27 01:30:00,0 days 00:45:00
-6,4447,4448,62852.044,63019.0,-1001.7359999999899,-0.002656333658774823,2024-04-27 01:45:00,2024-04-27 02:00:00,0 days 00:15:00
6,4449,4452,63237.222,62978.0,-1555.3320000000094,-0.004099199677050969,2024-04-27 02:15:00,2024-04-27 03:00:00,0 days 00:45:00
-6,4453,4454,62844.06,63002.0,-947.640000000014,-0.0025132049075122787,2024-04-27 03:15:00,2024-04-27 03:30:00,0 days 00:15:00
6,4455,4457,63143.034,62914.0,-1374.203999999998,-0.0036272251346046724,2024-04-27 03:45:00,2024-04-27 04:15:00,0 days 00:30:00
-6,4458,4469,62848.052,63109.0,-1565.68799999998,-0.0041520459536279475,2024-04-27 04:30:00,2024-04-27 07:15:00,0 days 02:45:00
6,4470,4483,63076.902,62965.0,-671.4120000000112,-0.0017740566903555743,2024-04-27 07:30:00,2024-04-27 10:45:00,0 days 03:15:00
-6,4484,4491,62813.122,63279.0,-2795.267999999982,-0.007416889738421251,2024-04-27 11:00:00,2024-04-27 12:45:00,0 days 01:45:00
6,4492,4537,63549.846,63811.0,1566.9240000000136,0.004109435607444256,2024-04-27 13:00:00,2024-04-28 00:15:00,0 days 11:15:00
6,4538,4542,63997.74,63788.0,-1258.4399999999878,-0.0032773032297702676,2024-04-28 00:30:00,2024-04-28 01:30:00,0 days 01:00:00
6,4543,4547,64055.856,63882.0,-1043.1359999999986,-0.0027141312419586283,2024-04-28 01:45:00,2024-04-28 02:45:00,0 days 01:00:00
-6,4548,4571,63775.194,63774.0,7.164000000018859,1.872201282526742e-05,2024-04-28 03:00:00,2024-04-28 08:45:00,0 days 05:45:00
6,4572,4573,63876.498,63688.0,-1130.9879999999976,-0.0029509758033384736,2024-04-28 09:00:00,2024-04-28 09:15:00,0 days 00:15:00
-6,4574,4582,63476.792,63684.0,-1243.2479999999923,-0.0032643111517041135,2024-04-28 09:30:00,2024-04-28 11:30:00,0 days 02:00:00
-6,4583,4584,63537.67,63694.0,-937.9800000000105,-0.0024604301668600392,2024-04-28 11:45:00,2024-04-28 12:00:00,0 days 00:15:00
6,4585,4586,63842.43,63596.0,-1478.5800000000017,-0.0038599721219885197,2024-04-28 12:15:00,2024-04-28 12:30:00,0 days 00:15:00
6,4587,4597,63831.408,63628.0,-1220.4480000000185,-0.003186644418058271,2024-04-28 12:45:00,2024-04-28 15:15:00,0 days 02:30:00
-6,4598,4602,63483.778,63699.0,-1291.3320000000094,-0.003390188907786751,2024-04-28 15:30:00,2024-04-28 16:30:00,0 days 01:00:00
-6,4603,4633,63548.648,62531.0,6105.888000000006,0.01601368450828411,2024-04-28 16:45:00,2024-04-29 00:15:00,0 days 07:30:00
-6,4634,4635,62234.282,62390.0,-934.3080000000045,-0.002502125757632978,2024-04-29 00:30:00,2024-04-29 00:45:00,0 days 00:15:00
6,4636,4637,62551.854,62323.0,-1373.1239999999962,-0.0036586285675881403,2024-04-29 01:00:00,2024-04-29 01:15:00,0 days 00:15:00
-6,4638,4643,62183.384,62304.0,-723.6960000000108,-0.0019396821504600315,2024-04-29 01:30:00,2024-04-29 02:45:00,0 days 01:15:00
6,4644,4650,62513.778,62292.0,-1330.6679999999906,-0.0035476659241423514,2024-04-29 03:00:00,2024-04-29 04:30:00,0 days 01:30:00
6,4651,4657,62467.686,62357.0,-664.1160000000091,-0.0017718921107466867,2024-04-29 04:45:00,2024-04-29 06:15:00,0 days 01:30:00
-6,4658,4663,62229.292,62463.0,-1402.2479999999923,-0.0037555947125349487,2024-04-29 06:30:00,2024-04-29 07:45:00,0 days 01:15:00
6,4664,4667,62796.342,61970.0,-4958.0519999999815,-0.013159078597285156,2024-04-29 08:00:00,2024-04-29 08:45:00,0 days 00:45:00
-6,4668,4670,61876.0,62817.0,-5646.0,-0.015207835024888539,2024-04-29 09:00:00,2024-04-29 09:30:00,0 days 00:30:00
6,4671,4730,62887.524,63360.0,2834.8560000000143,0.007513032314644841,2024-04-29 09:45:00,2024-04-30 00:30:00,0 days 14:45:00
-6,4731,4732,63022.702,63289.0,-1597.788000000015,-0.0042254297506951755,2024-04-30 00:45:00,2024-04-30 01:00:00,0 days 00:15:00
-6,4733,4734,63116.514,63358.0,-1448.915999999983,-0.0038260351324219677,2024-04-30 01:15:00,2024-04-30 01:30:00,0 days 00:15:00
6,4735,4739,63506.76,63260.0,-1480.5600000000122,-0.003885570606971589,2024-04-30 01:45:00,2024-04-30 02:45:00,0 days 01:00:00
-6,4740,4852,62979.788,57949.0,30184.728000000003,0.07987940511962344,2024-04-30 03:00:00,2024-05-01 07:00:00,1 days 04:00:00
7,4853,4858,58384.536,57731.0,-4574.752,-0.011193648948413348,2024-05-01 07:15:00,2024-05-01 08:30:00,0 days 01:15:00
-7,4859,4877,57426.916,57874.0,-3129.588000000018,-0.007785269193282263,2024-05-01 08:45:00,2024-05-01 13:15:00,0 days 04:30:00
7,4878,4883,58159.086,57535.0,-4368.602000000021,-0.010730670698642086,2024-05-01 13:30:00,2024-05-01 14:45:00,0 days 01:15:00
-7,4884,4890,56894.981999999996,58171.0,-8932.126000000026,-0.022427601787447626,2024-05-01 15:00:00,2024-05-01 16:30:00,0 days 01:30:00
6,4891,4903,57972.714,57739.0,-1402.2839999999997,-0.004031448312045605,2024-05-01 16:45:00,2024-05-01 19:45:00,0 days 03:00:00
-6,4904,4905,57672.424,57834.0,-969.4560000000056,-0.0028016162455735127,2024-05-01 20:00:00,2024-05-01 20:15:00,0 days 00:15:00
-6,4906,4921,57547.674,57456.0,550.0439999999944,0.0015930096497036583,2024-05-01 20:30:00,2024-05-02 00:15:00,0 days 03:45:00
-7,4922,4923,57191.388,57374.0,-1278.284000000007,-0.0031929982185430195,2024-05-02 00:30:00,2024-05-02 00:45:00,0 days 00:15:00
6,4924,4984,57593.958,58692.0,6588.252000000008,0.019065229029753494,2024-05-02 01:00:00,2024-05-02 16:00:00,0 days 15:00:00
6,4985,5017,58916.598,59488.0,3428.412000000011,0.00969848937985196,2024-05-02 16:15:00,2024-05-03 00:15:00,0 days 08:00:00
6,5018,5020,59715.192,59532.0,-1099.1520000000164,-0.0030677620529128147,2024-05-03 00:30:00,2024-05-03 01:00:00,0 days 00:30:00
-6,5021,5030,59382.996,59299.0,503.9759999999951,0.0014144789865435659,2024-05-03 01:15:00,2024-05-03 03:30:00,0 days 02:15:00
6,5031,5032,59454.672,59194.0,-1564.031999999992,-0.004384382105413032,2024-05-03 03:45:00,2024-05-03 04:00:00,0 days 00:15:00
-6,5033,5034,59141.48,59344.0,-1215.1199999999808,-0.003424330943358145,2024-05-03 04:15:00,2024-05-03 04:30:00,0 days 00:15:00
6,5035,5038,59567.898,59280.0,-1727.3880000000063,-0.004833106583683744,2024-05-03 04:45:00,2024-05-03 05:30:00,0 days 00:45:00
-6,5039,5044,58863.038,59256.0,-2357.771999999997,-0.006675870178498133,2024-05-03 05:45:00,2024-05-03 07:00:00,0 days 01:15:00
-6,5045,5047,58985.792,60391.0,-8431.247999999992,-0.02382282160422622,2024-05-03 07:15:00,2024-05-03 07:45:00,0 days 00:30:00
6,5048,5085,60713.184,62727.0,12082.895999999993,0.03316933600451599,2024-05-03 08:00:00,2024-05-03 17:15:00,0 days 09:15:00
